id,team_id,name,birthday,nationality,weight,height
849,43,MILO MEEGAN,1992-11-12,Kazakhstan,73,184
850,43,MATT KRZAK,1991-07-16,Colombia,55,194
851,43,THAD KEMPINSKI,1989-01-07,Comoros,72,196
852,43,WHITNEY ZIPSE,1986-11-06,Fiji,67,177
853,43,KIRK OSORIO,1995-06-06,Chad,90,163
854,43,FOREST SWANGER,1990-06-07,Iraq,67,168
855,43,BURT VANDERSTEEN,1993-08-02,Madagascar,50,196
856,43,ELOY KORPELA,1986-06-26,UnitedKingdom,89,173
857,43,CEDRIC VANEGAS,1987-09-02,Germany,60,171
858,43,ODIS SAUERHAGE,1988-04-23,Guinea,83,186
859,43,MALIK RODEN,1984-11-13,Tajikistan,55,182
860,43,JERAMY BOURKE,1995-11-15,Luxembourg,76,177
861,44,SHELTON LABARBERA,1991-07-03,Sweden,69,194
862,44,TOMMIE ZAHNEN,1989-07-14,Jamaica,79,165
863,44,RUBEN DUESTERBACK,1984-03-12,Benin,53,187
864,44,SHERMAN BRAITMAN,1986-08-27,Gabon,64,180
865,44,CALEB SWAB,1986-02-27,Algeria,86,182
866,44,CALEB URSE,1995-10-03,Syria,90,196
867,44,ROYAL SHELENBERGER,1990-01-19,Bahamas,60,197
868,44,JUDE JONESON,1995-01-27,NorthKorea,82,193
869,44,WYATT LEYH,1987-07-14,ElSalvador,52,198
870,44,SHELDON PACIFIC,1990-02-25,Dominica,62,161
871,44,CHANCE ANZORA,1986-12-17,Uruguay,69,183
872,44,WILBERT HEDIGER,1992-10-06,Cyprus,60,197
873,44,RAYFORD VENO,1990-06-26,SouthAfrica,66,182
874,44,MEL SOLA,1988-07-24,Serbia,76,178
875,44,LOU DEJOIE,1987-01-22,Iraq,54,196
876,44,GILBERT SILLMAN,1992-06-03,Argentina,74,182
877,44,ELWOOD CANTERBURY,1994-10-11,Ukraine,66,197
878,44,MARTY VANLIERE,1992-04-12,Angola,65,198
879,44,ARCHIE CASTRONOVA,1987-02-03,Israel,70,178
880,44,ALEJANDRO JOSIAS,1992-09-08,SouthAfrica,75,193
881,45,PETER JAGO,1986-01-23,Oman,59,188
882,45,FIDEL REARDON,1993-05-25,Jamaica,65,180
883,45,SANDY GROCH,1986-02-17,Vietnam,90,176
884,45,DION WENGERD,1987-04-23,Singapore,65,166
885,45,HANK GUILLERMO,1986-05-02,ElSalvador,63,195
886,45,GREGORIO WESTRUM,1986-01-03,Belarus,63,192
887,45,WAYLON TOWLSON,1991-10-09,Australia,71,183
888,45,EARNEST DURK,1994-06-10,Eritrea,83,171
889,45,THURMAN HAZELL,1989-06-13,Chad,66,193
890,45,DEE WINDMEYER,1984-11-06,Niger,85,177
891,45,DOUG JANKOWSKI,1992-05-27,Kiribati,57,189
892,45,ROMAN OROZ,1989-03-25,Syria,59,188
893,45,SHAD CLECKLER,1987-10-23,Curacao,87,165
894,45,EARL HELVY,1989-06-15,Palau,68,194
895,45,MOHAMED MCGLORY,1987-06-04,Liberia,62,175
896,45,SHIRLEY DEBENEDETTI,1994-09-25,Mauritius,77,166
897,45,WALKER KITCHENS,1994-11-20,Jamaica,70,194
898,45,ORVAL ZIOLKOWSKI,1994-01-26,HongKong,85,172
899,45,ANDERSON ZUMMO,1986-02-17,BurkinaFaso,50,171
900,45,HUGO CONDELLO,1986-01-04,Uganda,71,174
901,46,NEAL FAHRENBRUCK,1985-09-20,Cameroon,89,190
902,46,NOBLE VANDERSCHOOT,1992-07-11,Tunisia,61,186
903,46,STEVEN SOROKATA,1990-03-10,Guatemala,52,182
904,46,BO AMBERSON,1988-07-17,Bulgaria,54,198
905,46,GILBERTO DAVEY,1994-05-06,CookIslands,78,161
906,46,ROCKY HETTES,1990-02-03,Mozambique,59,172
907,46,DION MACMILLAN,1988-01-20,Zimbabwe,70,182
908,46,DARYL KAMINSKY,1989-07-07,Jersey,67,176
909,46,WALTER SCANDALIOS,1992-07-05,Bhutan,86,181
910,46,DANTE STORTI,1990-01-08,Liechtenstein,87,180
911,46,LONG LALANNE,1992-10-11,Singapore,51,173
912,46,EMMETT DOKES,1991-02-07,Malta,72,162
913,46,SHANNON HENNIGAN,1986-06-16,Rwanda,55,198
914,46,AUGUSTUS MORINO,1995-08-24,SouthSudan,77,185
915,46,NAPOLEON RIMANDO,1991-11-01,Canada,79,184
916,46,OMER PASTO,1989-03-05,Honduras,67,168
917,46,CLIFFORD BONOW,1991-12-19,Slovakia,76,176
918,46,NELSON TRAYNOR,1995-11-27,Mali,67,167
919,46,STERLING GRESSLER,1989-08-24,Laos,50,184
920,46,NORBERTO BERAS,1993-03-13,Honduras,57,168
921,47,ALLEN BIESINGER,1991-04-20,Ecuador,84,181
922,47,KEVEN LENDON,1995-11-12,Anguilla,60,183
923,47,RASHAD HIGHMAN,1987-11-27,UnitedKingdom,66,174
924,47,EUGENE PLAZZA,1994-08-17,SouthAfrica,65,177
925,47,DAMIAN APRIGLIANO,1991-08-12,Sweden,89,165
926,47,JACKSON COURREGE,1986-08-25,Chile,89,174
927,47,GARTH SCHNACKENBERG,1991-09-26,Lithuania,58,175
928,47,DEWAYNE ZECCARDI,1989-03-15,Kuwait,89,193
929,47,RALEIGH NOTTINGHAM,1995-11-03,Zambia,75,182
930,47,GRANVILLE RUSSOMANO,1990-09-10,SanMarino,85,190
931,47,SAMUEL REGINALDO,1989-10-23,Gabon,73,178
932,47,RAMIRO YEAGLEY,1991-10-05,USA,79,166
933,47,CHARLES SERES,1990-04-18,Ethiopia,77,174
934,47,OLLIE SODEK,1987-03-10,Tajikistan,73,192
935,47,EMERY RATER,1991-02-06,Cambodia,55,163
936,47,CHRISTIAN KILKENNY,1992-10-19,Guernsey,81,172
937,47,ESTEBAN ARAGONES,1986-06-02,Egypt,81,195
938,47,GONZALO BEIERSCHMITT,1984-02-11,Ethiopia,71,172
939,47,ALONZO MARCHENA,1985-05-23,Frances,84,186
940,47,LESLIE NICKOLAS,1992-04-22,Jordan,80,171
941,48,MICHALE KERNTKE,1993-06-25,Nigeria,58,161
942,48,ETHAN SEITH,1991-06-26,Canada,82,178
943,48,IRVING RIECHMAN,1995-03-12,Latvia,61,180
944,48,SAMUEL SECONDO,1986-01-07,SolomonIslands,74,183
945,48,VIRGIL BYKER,1984-11-21,Lesotho,58,162
946,48,BURL FAHNER,1991-02-12,Cuba,73,176
947,48,BENNY SMYTHE,1995-01-03,Uganda,77,193
948,48,BRET EAKS,1988-12-13,Bhutan,55,163
949,48,JIMMIE TOSI,1992-10-17,Fiji,69,165
950,48,MAX LUSCOMBE,1991-06-23,Azerbaijan,55,197
951,48,QUINTIN NAST,1991-06-03,Jamaica,76,176
952,48,ROBIN CORNING,1988-12-10,HongKong,73,168
953,48,TIMOTHY PRAVATA,1995-10-04,Kenya,56,195
954,48,CRISTOBAL BOSOLD,1992-03-22,UnitedArabEmirates,79,185
955,48,SIMON MERRION,1987-07-20,Nicaragua,81,170
956,48,COLE BENNIGHT,1987-10-05,Nepal,51,161
957,48,SOL MELLBERG,1986-11-02,Mongolia,84,198
958,48,JOSHUA SCHUMUCKER,1992-10-10,Eritrea,84,197
959,48,BRANT FARELLA,1993-07-27,Guadaloupe,67,164
960,48,JUDSON RAMES,1987-10-07,Nicaragua,81,191
961,49,DEREK SMALLMAN,1994-05-01,Libya,60,183
962,49,ODIS FLANNIGAN,1990-05-12,Poland,85,191
963,49,JEROLD KHACHATOORIAN,1989-05-14,NorthKorea,74,163
964,49,EFREN VOETBERG,1985-01-16,Germany,50,162
965,49,JOEY SHOLES,1992-04-08,Paraguay,54,192
966,49,KIM SMITTY,1985-12-20,UnitedArabEmirates,67,186
967,49,LONNIE TREBIL,1985-11-19,SouthKorea,61,164
968,49,GABRIEL SCHEPKER,1991-01-26,Algeria,71,180
969,49,JASPER KOTSCHEVAR,1991-04-04,SolomonIslands,56,166
970,49,MALIK KOLEN,1990-02-26,Rwanda,84,164
971,49,DONOVAN KONO,1993-07-19,Lesotho,66,198
972,49,ELBERT BRUGNOLI,1988-07-23,Belarus,66,194
973,49,HANK KUNDTZ,1988-10-14,Turkmenistan,72,195
974,49,MARY HULSTINE,1988-07-16,Japan,90,184
975,49,FRANKIE CIENEGA,1985-08-24,Mauritius,82,162
976,49,WARNER VILLATORO,1985-07-03,Afghanistan,76,165
977,49,GARY CROCKETTE,1990-11-11,Spain,62,171
978,49,QUENTIN SEIGFRIED,1995-04-17,Angola,87,167
979,49,DARRICK CHESNEY,1989-06-20,CookIslands,56,190
980,49,THADDEUS BOGERT,1991-10-01,Mexico,71,179
981,50,NICK BABBEL,1986-08-26,Kazakhstan,72,187
982,50,SEBASTIAN MEDLER,1985-05-24,SanMarino,84,168
983,50,DEWEY CATACUTAN,1988-01-21,NewZealand,72,184
984,50,ARTURO ENDER,1984-09-14,Poland,72,177
985,50,ROLF CANEL,1986-07-19,Croatia,77,171
986,50,KEVEN HOVEN,1990-05-09,Montenegro,61,166
987,50,ARON SUITOR,1990-06-16,Iraq,65,197
988,50,BENJAMIN WRUCK,1995-06-08,Australia,88,167
989,50,ALVIN RAGIN,1988-02-15,Morocco,84,173
990,50,OMAR JEGEDE,1993-11-20,Poland,76,171
991,50,CHANG LIEBROSS,1994-04-08,Curacao,63,180
992,50,MARVIN DESSELLE,1990-06-26,Guatemala,90,183
993,50,CHONG RUJAWITZ,1993-08-19,CookIslands,83,177
994,50,IRVING LAFIELD,1986-07-07,PapuaNewGuinea,62,198
995,50,DAMIEN BARIAS,1990-07-01,Paraguay,86,194
996,50,CHARLIE HERNANDAZ,1990-06-15,Montenegro,76,191
997,50,BERNARD MILROY,1991-11-12,Germany,85,198
998,50,BOBBY PADEL,1994-10-05,Laos,76,169
999,50,ESTEBAN SAWATZKY,1989-03-12,Argentina,59,169
1000,50,MORTON KOCHKODIN,1989-04-26,Gambia,61,162
1001,51,NEIL PICKERILL,1989-07-16,Bangladesh,57,173
1002,51,LYLE VANDEGRAAFF,1993-12-22,Cuba,87,171
1003,51,MOSE CARMAIN,1986-06-01,Benin,88,179
1004,51,ELLIOT PASQUA,1984-01-08,Cuba,59,169
1005,51,IVORY CLUGSTON,1993-12-13,Laos,74,163
1006,51,CORNELL VESPER,1991-03-10,Rwanda,51,162
1007,51,BRADFORD HOCHFELDER,1984-11-14,Gambia,66,180
1008,51,STEVIE TAUBERT,1989-02-27,Congo,78,169
1009,51,EMMETT MATHERN,1987-09-19,Slovenia,83,195
1010,51,TYSON CLUSKY,1992-01-12,Djibouti,57,163
1011,51,RODGER BILDER,1992-01-08,Algeria,59,191
1012,51,GLENN MATTSEY,1991-06-09,BosniaandHerzegovina,51,190
1013,51,WOODROW ARSHAM,1991-06-02,Belgium,55,187
1014,51,ERNIE MANCINI,1988-03-26,Syria,74,184
1015,51,ARLEN DESHOTEL,1991-06-22,Guatemala,53,161
1016,51,RAYMOND ORION,1991-08-08,Mozambique,63,178
1017,51,BERRY KOTEK,1992-10-15,Algeria,68,185
1018,51,ANTIONE GWARTNEY,1985-01-19,Philippines,86,197
1019,51,JORDAN GWYNES,1986-09-19,Anguilla,60,163
1020,51,SILAS PACIOLLA,1994-10-25,Sweden,51,187
1021,52,DAMIAN PEKAR,1991-02-04,Russia,87,184
1022,52,EDWIN DALKA,1991-06-19,Iraq,69,181
1023,52,TAYLOR SACCARDI,1994-07-09,Germany,66,170
1024,52,SHERWOOD SPRITZER,1986-01-08,Gabon,72,185
1025,52,DEON VANPELT,1989-07-06,Gibraltar,53,178
1026,52,ALFONSO OBEIRNE,1995-09-13,Jamaica,79,165
1027,52,HONG KNOBLOCK,1984-09-06,Slovakia,68,167
1028,52,TY HANNAWALT,1989-05-08,IsleofMan,66,164
1029,52,JAMISON LOPICCOLO,1995-04-27,SouthSudan,50,195
1030,52,HOMER KLUGH,1993-03-24,Bahrain,81,198
1031,52,RUBEN BECKERS,1984-12-11,Belize,68,185
1032,52,WALTON HUBBY,1987-02-09,Botswana,80,193
1033,52,NESTOR LAGGE,1985-03-05,Guatemala,80,194
1034,52,OLEN ROPES,1984-03-03,Benin,62,180
1035,52,ELLIOT ALLGIRE,1994-12-02,Curacao,89,170
1036,52,MERLE WHINERY,1986-12-17,Honduras,74,181
1037,52,DREW BEECHING,1984-08-09,Senegal,60,177
1038,52,CEDRIC KITCHEL,1993-04-20,Panama,61,177
1039,52,ISSAC WARCHOL,1984-05-06,Nepal,86,188
1040,52,LOYD MAZUC,1995-03-08,Ghana,89,172
1041,53,ALEJANDRO SLAGEL,1992-12-04,Uganda,55,179
1042,53,MORTON SAVANNAH,1993-03-04,Kosovo,50,175
1043,53,CASEY DENEKE,1987-12-26,Benin,57,172
1044,53,GILBERTO KRUMMEL,1985-09-19,Frances,86,191
1045,53,TONEY KALFA,1989-01-24,Honduras,80,187
1046,53,MERVIN SIZAR,1991-11-06,Canada,77,167
1047,53,SANFORD NEEDLER,1991-11-23,ElSalvador,70,174
1048,53,ELWOOD WENDLER,1994-12-09,Uruguay,87,163
1049,53,VALENTINE RUYS,1993-10-23,Uganda,62,197
1050,53,SAUL MCCAMBRIDGE,1995-12-09,CzechRepublic,59,169
1051,53,DUDLEY FRATER,1989-02-17,Bahrain,87,194
1052,53,TROY GREENBLATT,1991-10-03,Mauritius,83,197
1053,53,CHANG AKAL,1984-04-13,Tajikistan,58,183
1054,53,NICK LASTIRI,1984-02-10,Belize,70,194
1055,53,EDGARDO UNION,1991-07-22,NorthKorea,90,163
1056,53,WILTON FEAMSTER,1985-05-25,Bahamas,75,193
1057,53,MERLIN CUMBLIDGE,1986-11-13,Somalia,52,186
1058,53,ROY IMAM,1987-09-26,Sudan,50,177
1059,53,ASA OTEGA,1992-06-23,NewCaledonia,59,176
1060,53,MANUAL SHENBERGER,1987-11-02,Mauritius,75,163
1061,54,RODERICK LIBRE,1995-04-15,NewZealand,75,181
1062,54,SETH SAWATZKI,1989-05-14,SaudiArabia,58,175
1063,54,ELOY LOPAS,1989-05-13,Aruba,83,187
1064,54,JARRED INFANTOLINO,1993-04-02,Honduras,84,182
1065,54,BURTON VITERA,1988-03-21,Jersey,79,190
1066,54,NICKY BUER,1989-07-08,Ethiopia,61,166
1067,54,FLETCHER OTHER,1992-03-14,Ukraine,83,177
1068,54,BRIAN SWIFT,1994-10-21,Argentina,75,189
1069,54,SANTOS IMBERT,1986-09-24,Mozambique,62,170
1070,54,KIETH SCHOEMAN,1995-06-21,Estonia,65,184
1071,54,EVAN SEEBOLD,1988-09-18,Qatar,54,161
1072,54,MARLON NYDEGGER,1984-06-16,Paraguay,82,162
1073,54,CHRISTIAN MIVILLE,1987-06-14,Pakistan,59,172
1074,54,WYATT GROODY,1990-09-25,Barbados,59,196
1075,54,STEPHAN AMANTE,1992-07-12,Guinea,72,182
1076,54,DUSTY HALLING,1987-11-26,Gabon,84,184
1077,54,BRYAN BUSSER,1987-06-07,Netherlands,86,170
1078,54,AHMED QUESNEL,1989-04-26,Croatia,56,189
1079,54,MYRON DIESTEL,1990-06-25,Germany,86,184
1080,54,EDMOND SCHWALLER,1985-11-14,Honduras,84,179
1081,55,COLUMBUS BOOKHART,1984-10-04,Bahamas,83,174
1082,55,DOUG BROWNLOW,1986-11-01,NewZealand,72,180
1083,55,QUINTON MILLETT,1995-07-07,Finland,87,163
1084,55,DALE TREFFERT,1992-04-03,Chile,73,182
1085,55,GERRY GNAGEY,1992-05-01,SanMarino,68,161
1086,55,JAVIER EMMERSON,1991-01-01,Belgium,80,165
1087,55,JERMAINE BREIGHNER,1985-04-22,CookIslands,71,168
1088,55,HANK CORDILL,1991-03-19,Syria,73,182
1089,55,CYRIL POOLE,1991-01-08,Benin,61,184
1090,55,XAVIER AKIN,1986-03-23,Gambia,80,176
1091,55,KELLY MALBON,1985-09-13,Niger,67,197
1092,55,HOMER GILLSTRAP,1985-01-27,Vanuatu,76,172
1093,55,RALPH SEEGMILLER,1994-05-14,USA,80,162
1094,55,BERNARDO BOLITHO,1991-04-20,Greece,72,167
1095,55,TERRELL CANNAVO,1995-04-10,Dominica,53,170
1096,55,CHARLEY CARNERO,1990-11-11,Chad,54,195
1097,55,WILFRED VANDEHEY,1991-04-22,Congo,86,180
1098,55,NATHANAEL MARRS,1995-04-09,Vietnam,86,195
1099,55,JERE SCHILLINGS,1989-04-22,Guinea-Bissau,87,169
1100,55,JAMEY ZIMMEREBNER,1992-10-09,Botswana,76,197
1101,56,CLEVELAND DUSKEY,1993-11-01,Poland,70,172
1102,56,DEVIN STIGALL,1994-04-11,BouvetIsland,73,195
1103,56,FAUSTINO PINCHBECK,1988-01-11,Lebanon,81,162
1104,56,SALVATORE ZEBLEY,1984-07-16,Iran,58,183
1105,56,RUPERT ANDRIAN,1984-09-26,Liberia,58,198
1106,56,QUINTIN PRAT,1990-07-03,Ecuador,64,191
1107,56,FREDDIE SUEYOSHI,1988-12-07,Croatia,60,194
1108,56,KENDALL RUACHO,1990-05-11,Netherlands,80,195
1109,56,ALLEN BATISTE,1990-02-06,Australia,78,163
1110,56,DAMON KUBISZEWSKI,1993-10-01,Panama,51,178
1111,56,EDISON HIGA,1985-09-06,NewZealand,60,195
1112,56,RICHARD FLAGLER,1991-05-20,Zimbabwe,58,195
1113,56,DWAYNE MECZYWOR,1995-03-05,Mexico,68,164
1114,56,ARNOLDO MERANDO,1989-12-12,Paraguay,63,196
1115,56,DEANDRE DEMINT,1994-04-11,Mongolia,65,161
1116,56,ROLF THARNISH,1993-10-12,Japan,66,165
1117,56,JODY MUTART,1993-09-01,Madagascar,89,191
1118,56,ANTONE POLICASTRI,1985-07-24,Jordan,83,188
1119,56,ERWIN ANGELOCCI,1988-11-09,Liechtenstein,79,182
1120,56,LAMAR TADIELLO,1995-02-16,Ethiopia,85,185
1121,57,WILMER FRAY,1995-03-02,Indonesia,54,170
1122,57,DWIGHT WANDLESS,1988-12-12,NewCaledonia,73,193
1123,57,KRISTOPHER ONORATI,1990-07-10,Tajikistan,72,180
1124,57,CURTIS POHLMANN,1993-12-26,Iran,69,184
1125,57,LEONEL LEVENE,1995-05-09,Angola,61,168
1126,57,JASPER ADHAMI,1985-02-04,UnitedKingdom,57,171
1127,57,DAMIEN HAUSE,1989-08-14,PuertoRico,81,169
1128,57,CORDELL ZYWIEC,1990-03-27,Brunei,68,162
1129,57,NICKY ERLWEIN,1984-08-13,CzechRepublic,86,163
1130,57,FORREST DUKESHIER,1992-05-08,SouthSudan,53,176
1131,57,FEDERICO STACHURSKI,1990-09-10,Slovenia,74,182
1132,57,NICK TREBBE,1991-04-05,Niger,51,177
1133,57,DENNY ENLOW,1991-01-09,Ecuador,62,198
1134,57,LEONARD BOOTHE,1995-04-05,Bermuda,87,180
1135,57,REED SITTERLY,1987-09-21,Algeria,52,162
1136,57,BENITO TOFOLLA,1995-07-26,Israel,71,193
1137,57,ERROL MARANVILLE,1989-03-08,SaintHelena,56,165
1138,57,CORTEZ GIARRAPUTO,1989-09-23,Lesotho,70,192
1139,57,DWAIN IHM,1986-01-25,Ghana,85,177
1140,57,TRENT DERRINGER,1985-10-27,Netherlands,53,189
1141,58,CHRIS HARTLE,1988-09-22,Gambia,70,192
1142,58,SPENCER GALINDO,1991-03-19,Canada,79,178
1143,58,ARTHUR MANWILL,1990-02-19,Zambia,72,194
1144,58,VON LAFONT,1987-05-05,Uruguay,80,180
1145,58,THOMAS STEUDEMAN,1987-10-13,Guatemala,77,196
1146,58,WARNER SPRINKLE,1992-03-23,Gambia,65,171
1147,58,CLAUD WOYTOWICZ,1989-03-20,Samoa,69,168
1148,58,LUCIUS ASTUDILLO,1989-01-09,Cameroon,87,168
1149,58,FREDERICK HUERTO,1990-06-23,China,86,172
1150,58,MAX MAJOCKA,1993-11-13,Austria,76,175
1151,58,RICO MIESCH,1985-06-17,Afghanistan,87,188
1152,58,SHAWN BLEVENS,1987-09-13,Moldava,59,165
1153,58,LEON COHOON,1991-07-21,Singapore,55,166
1154,58,SHELTON DROBOT,1995-03-24,Pakistan,71,175
1155,58,RANDAL LAGESSE,1989-04-20,Cameroon,84,197
1156,58,ARLEN STAGNER,1992-09-06,Albania,59,188
1157,58,ALAN PELOW,1984-06-26,Botswana,70,165
1158,58,MALCOLM KEO,1988-07-23,Botswana,75,163
1159,58,PABLO GUIRE,1993-02-16,Congo,70,186
1160,58,ELI REITHER,1989-02-05,Curacao,66,184
1161,59,KEVIN SCHNAUTZ,1986-05-20,SouthSudan,57,193
1162,59,JORDON BOYENGA,1995-01-16,Finland,57,170
1163,59,HUGH GILCRIS,1985-06-05,Switzerland,87,177
1164,59,CHRISTOPHER LACH,1989-09-24,USA,84,181
1165,59,WHITNEY MECHLER,1985-08-09,Kuwait,76,197
1166,59,STEWART WIERZBICKI,1991-11-18,Frances,72,178
1167,59,TIMMY STOLT,1987-12-10,Latvia,50,184
1168,59,LES SZCZEPANIAK,1984-03-05,Djibouti,61,172
1169,59,FRANCES CHARON,1994-01-04,BouvetIsland,75,198
1170,59,ISIDRO EICHORST,1984-12-21,Russia,90,161
1171,59,CHASE VALENTINI,1995-05-13,Germany,64,187
1172,59,OMAR ELDERS,1992-09-03,Liechtenstein,66,172
1173,59,DARRYL TURELL,1995-03-08,Vanuatu,64,164
1174,59,JESS TOSTEN,1989-06-26,SolomonIslands,74,178
1175,59,HASSAN SCIPIO,1988-05-27,Finland,84,198
1176,59,ELBERT SCHWEIM,1984-05-09,Nigeria,64,188
1177,59,BOBBIE OVERFIELD,1987-04-20,Macedonia,78,174
1178,59,THANH ESPARZA,1989-12-22,Kiribati,79,198
1179,59,GREGG MINGIONE,1988-04-22,Dominica,90,169
1180,59,RUDOLPH JANOVSEK,1993-08-19,Turkey,67,178
1181,60,ALEJANDRO SCOLA,1989-02-17,Nauru,66,175
1182,60,EMORY DEMAIRE,1987-12-12,Belgium,76,169
1183,60,BORIS BOLLICH,1990-07-27,Gibraltar,63,165
1184,60,COLEMAN RYER,1986-09-08,Kenya,53,186
1185,60,JERE SCHLOSSBERG,1985-02-09,NewCaledonia,64,172
1186,60,GARRY CRISCIONE,1991-01-16,Guinea-Bissau,71,198
1187,60,NICOLAS PICART,1992-11-27,Paraguay,65,185
1188,60,LONG KOZATEK,1988-09-02,Botswana,58,177
1189,60,TERRANCE MODHA,1990-07-16,Fiji,57,187
1190,60,FRANKLYN BATALONA,1994-07-09,Malta,50,198
1191,60,MARCELINO YOCHEM,1992-12-18,Germany,74,169
1192,60,GIOVANNI MORRISON,1989-09-07,Panama,82,171
1193,60,CORY KEENETH,1994-06-12,Morocco,81,195
1194,60,CARSON SEPICH,1986-03-19,Haiti,89,171
1195,60,FRANCES BREAKEY,1989-09-09,Germany,82,184
1196,60,NORMAN VOLLAND,1995-08-05,Belgium,78,193
1197,60,LUCIUS REIO,1995-03-26,SaudiArabia,69,174
1198,60,LUKE MONDOUX,1992-08-09,SaintHelena,83,193
1199,60,MODESTO LYNNE,1988-01-14,Uzbekistan,88,169
1200,60,HOWARD WERDERMAN,1987-09-04,Samoa,81,174
1201,61,RON MERKLEIN,1988-08-12,Luxembourg,89,161
1202,61,HERSHEL KIVELA,1994-06-13,NewZealand,90,171
1203,61,TERENCE MARPLE,1990-08-07,Honduras,73,194
1204,61,SUNG GUITTENNEZ,1991-08-14,Palestine,86,168
1205,61,ELMO BACHAN,1993-02-09,Nepal,78,194
1206,61,DWAYNE MOSHOLDER,1989-08-05,Luxembourg,73,163
1207,61,BRYAN BODILY,1987-09-01,Bolivia,61,165
1208,61,CLAY DARY,1995-11-17,Serbia,89,192
1209,61,KENNITH MALAVE,1987-11-15,Wallis,64,181
1210,61,DION MAMMOCCIO,1987-07-13,Albania,82,164
1211,61,RUSS DOWNEY,1988-09-16,CostaRica,81,175
1212,61,DILLON CRASCO,1985-11-05,Tunisia,87,171
1213,61,SHANE IGNOWSKI,1989-04-05,Pakistan,68,169
1214,61,DEAN PICCIRILLI,1993-04-19,Liechtenstein,64,165
1215,61,JEFFRY TRIPPI,1987-06-13,Ecuador,82,191
1216,61,ULYSSES PAVESE,1988-01-25,Tajikistan,85,170
1217,61,CHASE WINBORNE,1995-12-02,Guinea-Bissau,89,178
1218,61,FAUSTINO SAA,1986-12-17,BouvetIsland,82,188
1219,61,VIRGIL CAMPEAU,1994-08-02,USA,66,164
1220,61,FRITZ HOLDINESS,1986-11-08,SaintHelena,82,173
1221,62,JOSE ZEILER,1990-02-21,Turkey,61,195
1222,62,TRISTAN PAVLOVICH,1986-04-08,Kenya,68,194
1223,62,JARROD RAIOLA,1993-09-06,SaudiArabia,75,182
1224,62,TRAVIS KELLON,1994-03-21,Guyana,59,161
1225,62,SAM GARKOW,1985-02-18,Liechtenstein,73,180
